NOT RELIGIOUS HATE	срам: християните прежалиха само 500 лв за протекъл храм [URL]
NOT RELIGIOUS HATE	ислямски сатана съм аз, сатан акбаров. ясно е, че с идиоти на глава не се излиза, ислямски демон ще съм аз занапред.
NOT RELIGIOUS HATE	апел за диалог от църквата в куба: протестиращите не са престъпници [URL]
NOT RELIGIOUS HATE	омразата към евреите има хилядолетна история. с назначаването на пълномощник по проблемите на антисемитизма германия няма да реши този проблем завинаги. но това е стъпка в правилната посока, смята йенс турау  [URL]
NOT RELIGIOUS HATE	не ме ебе за парите за бг олигарсите, яд ме е че парите за космос и наука отиват за ислям [URL]
NOT RELIGIOUS HATE	род кхаляка нанси висин севиин туций лонен тяхно деяни реит талмуд другов верци ведин кумдрес гои акман обладани зъл дух прибере убие
NOT RELIGIOUS HATE	"[URL] жена, четяща ""плейбой"" се чувства почти като евреин, четящ ""наръчник на нациста"" ..."
NOT RELIGIOUS HATE	да смяташ, че всички мюсюлмани са терористи е равносилно да смяташ, че не гледаш телевизия, докато теглиш американски сериал от замунда
RELIGIOUS HATE	масони евреи ..църквата събудихте тези мумии --педераси и педофили да унищожават човечеството ..изнасилват и отровят и разболяват..убийци
NOT RELIGIOUS HATE	[USER] в грозния небостъргач зад църквата.
NOT RELIGIOUS HATE	които приеха телеца, ги сполетя гняв от техния господ и унижение в земния живот. така наказваме наб... [URL] #корана 7:152
NOT RELIGIOUS HATE	[USER] ааа не не не. устоите на светската ни демокрация се равни права и законност. никой не е престъпник, само защото е мюсюлманин, да сме наясно.
RELIGIOUS HATE	ако негър и евреин скочат от самолет в един и същи момент, кой ще се озове първи на земята? негърът, защото веригите са по-тежки от сапуна
NOT RELIGIOUS HATE	20 януари 1942 г. втора световна война: в берлин, нацистите провеждат конференция на тема окончателното решаване на еврейския въпрос... 1/2
NOT RELIGIOUS HATE	отново масово убийство от бял християнски терорист фен на нациста тръмп . този път жертвите са американски евреи . хора добри хора мирни и убити само защото изповядват различна религия . [URL]
NOT RELIGIOUS HATE	знам, че е събота и е малко рано, но ако може покрай хейта на исляма да споменем, че и присъдата за изнасилване е 4г...that'd be greeeat
NOT RELIGIOUS HATE	сунити престъпници бяха убити, измъчвани и разселени внуците на пророка мохамед #армия
RELIGIOUS HATE	педераси ..църква .ватикана ..библия..всички уроди от марс орион венера ..плутон !! библия ли !! за вас курбан---кур--ебене--ра---вън !!
NOT RELIGIOUS HATE	[USER] някой вижда ли ме да съм мюсюлманка? християнка? квото и да е освен някой който не си позволява да пожелава зло на другите? дафак
NOT RELIGIOUS HATE	[USER] [USER] има ок хора и има идиоти и дебили и нещо по средата според зависи обстоятелствата. днешните обстоятелства кондиционират да си развиваме всички най-лошите качества и склонности навсякъде. тва колко обичаш ква кухня и колко мислиш, че разбираш исляма няма никакво значение за нищо.
NOT RELIGIOUS HATE	вторият плей е по-къс, защото риплрей идва от еврейското тъпа шега
NOT RELIGIOUS HATE	запалил свещичка... няма кой да ги удря през пръстите, като запалят свещичка! що народ унищожиха и на що народ забраниха да влизат в църква. сега коленичат ничком пред руски попове като йотова. срам нямат! [URL]
NOT RELIGIOUS HATE	[USER] [USER] и човек като си помисли, че боби фишър е чист евреин. но това, че е цитат никак не оневинява, явно го направи със задоволство. а и защо трябва да се произнася такъв цитат. не мога да повярвам докъде са стигнали. в национален ефир да говорят такива глупости и да внушават омраза.
NOT RELIGIOUS HATE	и позова той своя господ: “тези хора са престъпници.” [URL] #корана 44:22
NOT RELIGIOUS HATE	[USER] 'не разказвайте вицове за негри, евреи, блондинки, щото някой ще ви изкаже,че сте лош и ще останете без работа' [USER]
NOT RELIGIOUS HATE	така сторихме във всяко селище големци да са неговите престъпници, за да лукавстват там. ала лукавс... [URL] #корана 6:123
NOT RELIGIOUS HATE	турската полиция атакува ислямски терористи [URL]
RELIGIOUS HATE	всички сме чували за умерен ислям.. то е същото ,като : умерен нацист, умерен фашист, умерен империалист ,умерен... [URL]
RELIGIOUS HATE	какво казал евреина педофил на своята жертва? хей, момче, искаш ли да купиш бонбони?
NOT RELIGIOUS HATE	йеремия 29:11 библия, нов превод от оригиналните езици (с неканоничните книги)    11 защото само аз зная намеренията, които имам за вас, казва господ, намерения за добро, а не за зло, за да ви дам надежда за бъдещето.
NOT RELIGIOUS HATE	исламофобията е омраза, страх или предразсъдъци със затворени настроения срещу мюсюлманите.  #islamophobiaisholocaustic
RELIGIOUS HATE	аз още се кефя на майкъл джексън нищо че е 2 най голям педофил след католиците
NOT RELIGIOUS HATE	т.нар. протест на вегани пред мюфтийството, че се колели агнета, е чиста ислямофобия. ксенофоби, маскирани като “вегани”. грозно е, че се случва точно на курбан байрам - един от най-светлите ислямски празници!
NOT RELIGIOUS HATE	уроди долни педераси от марс бойко борисов румен ангелов yavor джангозов главите ви. ислям ..изям...мохамед е тук ..и народът му главите
NOT RELIGIOUS HATE	седят си двама евреи.  - моше, моята сара иска секс прекалено често. аз вече не съм млад и не мога повече да издържам. - авраме, преди много години те предупреждавах: не се жени за грозна жена, защото никой няма да иска да ти помага...😄😍
NOT RELIGIOUS HATE	шведски доктор отказва да лекува християни, били обладани от зъл дух [URL]
NOT RELIGIOUS HATE	"проблемът е в исляма е в личния ми топ 5 на ужасяващо тъпите заглавия. преди това е само ""истината за..."""
NOT RELIGIOUS HATE	в една моя извратена фантазия [USER] e срамежлива девойка с плисирана поличка и се възмущава как хората не ходят на църква в неделя.
NOT RELIGIOUS HATE	мюсюлманите са мъченика с ракети някъде и поради липса на дарение някъде. все още сме терористи #pakistan #pkfloods #helppakistan #bulgarian
NOT RELIGIOUS HATE	ранция срещу терора: претърсват долове на ислямски бойци, водят разследвания за реч на омразата [URL]
NOT RELIGIOUS HATE	дали се отчита факта, че да си ислям терорист за немалко хора всъщност е много cool? и това май е основната причина.
NOT RELIGIOUS HATE	правителството крие, че се готви масово заселване на милиони араби, негри и мюсюлмани в българия! това става... [URL]
NOT RELIGIOUS HATE	[USER] 1/3кеш ,1/3недвижими имоти и 1/3 в аu...те евреите не са глупави
RELIGIOUS HATE	единственото сравнение,за което се сещам гледайки обесняващият тръмп проблеми с рака ,причинен от вятърни турбини,е за нова библия написана от идиот на достоевски.
RELIGIOUS HATE	[zahariada] руски еврейски расисти [URL]
NOT RELIGIOUS HATE	ако си мислите, че чуждите медии не задават тъпи въпроси, грешите. въпрос към лондончани: “кмет гей или мюсюлманин?” [URL]
RELIGIOUS HATE	[USER] като цяло житията на почти всички role models в църквата са на пълни идиоти.
RELIGIOUS HATE	[USER] то пък една църква- педофили в расо🙂🤮🤮
NOT RELIGIOUS HATE	терористите от #gaza преднамерено се целят в израелски цивилни от събота сутринта насам като изпратиха над 500 (!)  ракети, които убиха 3 израелци и раниха десетки. международната общност безусловно заклеймява #hamas и терора на палестински ислямски джихад. [URL]
NOT RELIGIOUS HATE	начинът по който феновете на путин говорят за свирепата трагедия в кемерево показва, че нито са русофили, нито са (православни) християни. просто озверели от омраза изроди, които използват смъртта на толкова деца да разпространяват отровата си.
NOT RELIGIOUS HATE	бизнес новини - расист уби 9 души в прочута църква на чернокожи в сащ [URL]
RELIGIOUS HATE	"[USER] [USER] това е отвратително и безсрамно. използват супер колебливо и внимателно ужасни евфемизми. но в сащ и двете партии се подкрепят открито от еврейски пари. и само 53% от демократите смятат, че сащ трябва ""да заяви"" по-категорична позиция към случващото се.  смяяяятай! бясна съм."
NOT RELIGIOUS HATE	колко тъп трябва да си от нула до да влизаш с бодигардове в църква на великден?
NOT RELIGIOUS HATE	нека да е честит празника на всички мои приятели- християни в българия и извън нейните предели.  пред бога - аллах всички сме равни, да изхвърлим злобата, омразата, ненавистта  и да дадем със душата си и сърцето си,... [URL]
RELIGIOUS HATE	когато във фермата възхваляват православното християнство се чувствам все едно някой ме залива с леген, пълен с лайна.
RELIGIOUS HATE	заври си ги всичките в еврейския гъз ако искаш може и семейно [URL]
NOT RELIGIOUS HATE	бащата на заловения да се обучава за терорист: синът ми беше добър християнин [URL]
NOT RELIGIOUS HATE	екатерина захариева пред патриарх неофит: църквата има много важна роля в борбата с езика на омразата [URL] vevestibg
RELIGIOUS HATE	§[USER] сектата ортодоксална църква е забранена за обида към богиня изида с пропагандата с брадатите идиоти убиващи за аллах акбар.
RELIGIOUS HATE	"[USER] за къв чеп за зеле са ти тия 6"", като толкова те отващават членовете? явно дисфорията ти е в доста кофти стадии, щом изпадна и до децата. честно казано не, правя разлика от религиозните фанатици, които искат децата да са християни от малки."
RELIGIOUS HATE	тая руската църква на паветата много слаба аура, парада мина, никой не се самозапали от божия гняв
NOT RELIGIOUS HATE	щирлиц сънувах кошмар:през 2014 нашият канцлер е жена, вместо факелни шествия-гей паради, плащаме пари на евреите и ни командва негър от сащ
NOT RELIGIOUS HATE	[USER] и евреите и илюминатите и проклетите американци, империалистите и злите световни сили също!
NOT RELIGIOUS HATE	ще ме жените ...постановки ...ще ми правите ....с агентурния кур румен ангелов ....лицемер ...лъжеш агент от службите български еврейски
RELIGIOUS HATE	сладури! не е нужно да си евреин за да си ционист. трябва само да си достатъчно глупав да си продадеш душата. [URL]
NOT RELIGIOUS HATE	"това чета за ""лека нощ"" - прекрасна #книга на честъртън. единият герой в романа е средновековен български #монах от западна #българия. а темата е вечна - за борбата между доброто и злото.   #gilbertchesterton #theballandthecross #gkchesterton  #християнство #честъртън [URL]"
NOT RELIGIOUS HATE	защо нацистите са ухажвали мюсюлманите [URL] via [USER]
RELIGIOUS HATE	към слепите и глухите: ислямът е религия, за която всяко зло причинено на друговерец е добро за исляма. няма друга такава религия.
NOT RELIGIOUS HATE	[USER] сидеров е пример за това какво може да направи религията с някого. ревностен православен, вярва в масонската конспирация и нацист.
NOT RELIGIOUS HATE	брюксел и берлин се задействаха срещу ислямски терористи [URL]
NOT RELIGIOUS HATE	все по-непонятно ми се струва как сме спасили нашите евреи. при положение, че всички балканци* сме такива боклуци.  (*освен изключенията, за да не ме обвиняват в генерализиране) [URL]
NOT RELIGIOUS HATE	забрана на исляма със закон като човеконенавистна идеология подбуждаща към зоофилия, педофилия и некрофилия а забрана на идиотите?
NOT RELIGIOUS HATE	човек, който е станал терорист, престава да бъде мюсюлманин фетхуулах гюлен
NOT RELIGIOUS HATE	навремето солун е бил наричан „ерусалим на балканите“. нацистите избиват 97% от всички евреи в града - не без помощта на местни хора. тема, за която в днешна гърция почти никой не говори. [URL]
NOT RELIGIOUS HATE	"[USER] ритуалите са потресающи като цяло. тези дни научих, че католиците правят нещо наречено ""пътя на разпятието"" или подобно, при което всички вървят след кръста, на който е разпнат христос. разбирам символиката, но го намирам за отвратително, защото отстрани изглежда антихристко."
NOT RELIGIOUS HATE	европа да не се гледа в огледалото колко красива курва е. няма да те наебе зевс а ислямски кур. какво ще се роди ми е бедна фантазията
NOT RELIGIOUS HATE	в русия задържаха терористи, планирали атентат и световно господство на исляма [URL] чрез [USER] от казанлък - presstv
NOT RELIGIOUS HATE	да смяташ че всички мюсюлмани са терористи е равносилно да смяташ че шсички вегани са педераси.
RELIGIOUS HATE	както вече съм казвал, кур за бпц: когато в храма те приемат не за християнин, а за клиент [URL] via [USER]
NOT RELIGIOUS HATE	"отделно, само обърканите родни колеги могат да нарекат 1 мюсюлманин, ммммммм...""мохамеданин"" у наци ефир. честито, ""камикадзита""."
NOT RELIGIOUS HATE	тръмп за убиеца на руския посланик: радикален ислямски терорист [URL] [URL]
RELIGIOUS HATE	смърт на християнството да живее злото и евронимус &gt; варг а ти да мълчиш много жестоко ще се разправям с тебе довечера
RELIGIOUS HATE	доналд скруч--.с--кур--кал--ра--учи --!! уроди от марс и орион ---ура--ра--на-- !! махайте се телепорт на марс .. и масоните евреи и яхуди
NOT RELIGIOUS HATE	когато справедливият народен гняв се излива срещу кръстовете и етикетите на лидл, защото това е поругаване на бог, християнството и т.н. [URL]
NOT RELIGIOUS HATE	терористът заложил експлозиви в еврейския магазин [URL]
RELIGIOUS HATE	еврейски педофил: по-полека с бонбоните, моето дете. / [USER]
NOT RELIGIOUS HATE	[USER] [USER] and yet, поне няколко хиляди ще гласуват за тоя гъз, който ходи на църква по анцуг...
RELIGIOUS HATE	и библията---бия-убия--ли--и--ила---яд ---!!брат пит --чудовища и църквата и масоните --- измислихате и написахте лъжи!! адам--ад--дам--
NOT RELIGIOUS HATE	критикуваш негрите- расист не обичаш евреите-антисемит критикуваш руснаците- правозащитник критикуваш сащ- тролл!!!😉 [URL]
NOT RELIGIOUS HATE	башар ал асад: ислямът не е виновен, когато терористите се прикриват чрез него сирийският лидер башар ал... [URL]
NOT RELIGIOUS HATE	германската полиция проведе акция срещу ислямски терористи в берлин и анхалт [URL] novinitebg
NOT RELIGIOUS HATE	те ли са по-добри, или народът на туббаа и онези преди тях? погубихме ги, защото бяха престъпници. [URL] #корана 44:37
NOT RELIGIOUS HATE	ще гори в него само злият, [URL] #корана 92:15
NOT RELIGIOUS HATE	“а твърдата храна е за пълнолетните, които чрез упражнение са обучили чувствата си да разпознават доброто и злото.” евреи 5:14 [URL] [URL]
NOT RELIGIOUS HATE	днеска 77 години от спасяването на българските евреи. 77 години по-късно е голяма мода да си расист.
NOT RELIGIOUS HATE	[USER] [USER] сещаш ли се колко е лесно да радикализираш младо 21-22 годишно момче, след като така и така всички го смятат за терорист, щото е мюсюлманин?
NOT RELIGIOUS HATE	ердоган: никога няма да превърнете истанбул в константинопол: турският президент реджеп тайип ердоган обеща да изпрати обратно терористите, които взеха на прицел мюсюлманите в страната, „в ковчези“. неговото име беше споменато в списъка на световните… [URL]
RELIGIOUS HATE	а 11 човека евреи на гъби са седнали и са написали ебахти простотиите,в тая глупава книга библия
NOT RELIGIOUS HATE	klassa.bg - мюсюлманите са срещу омразата [URL]
NOT RELIGIOUS HATE	подарили са на канев някаква new age библия, за 2страници четене изпуфтя възмутено 10пъти и прочете на глас още толкова откровени глупости
NOT RELIGIOUS HATE	по повод музеите - кочинка в двора на боянска църква - unesco heritage вероятно и тя #срам [URL]
NOT RELIGIOUS HATE	в хамбург затвориха джамия на ислямски терористи: полицията в хамбург сутринта на 9 август е затворила джамията таиба в район st. geor...
NOT RELIGIOUS HATE	глупостите на захарова, че червената армия била спасявала някакви български евреи щяха да са верни, ако тя... [URL]
NOT RELIGIOUS HATE	пловдивската църква “сурп кеворк” и тъпият инат по български един от наследените от брат ми проблеми, с които... [URL]
NOT RELIGIOUS HATE	скрито ..ще подкреляте уроди не ли е срам от народа и децата им !! евреи ..и вие се засрамете се...натаняху ..убийци и заразите ли на гена
NOT RELIGIOUS HATE	един много симпатичен репортаж, който ни подсеща, че и мюсюлманите в мнозинството си са свястни, кротки и миролюбиви хора. познавам стотици мюсюлмани, и умни, и глупави, и почтени, и лъжливи - но нито един кръвожаден. [URL]
NOT RELIGIOUS HATE	[USER] не. само бяхме гладни, не можехме да пътуваме и да четем нищо друго освен руска литература. не можехме до ходим на църква и никой не можеше да помръдне без разрешението на бкп. а вашето поколение е много късметлийско, но твърде глупаво
NOT RELIGIOUS HATE	гневът на хората към жената е предизвикан от обвинение на пазача на мюсюлманския храм, че е изгорила корана [URL]
NOT RELIGIOUS HATE	ислямският терорист от сидни е мъртъв, след като отне живота на 2 заложници [URL]
NOT RELIGIOUS HATE	тези момчета са изпълнени със злоба. лидери на злото. въпрос на време е да бъдат привлечени от радикалния ислям [URL]
RELIGIOUS HATE	някакви #коври-#сектантки ми звъннаха на вратата и започнаха да ми бръщолевят глупости за #християнство и семейните двойки. #глупачки, не знаят ли, че #няма #бог? ако не бяха ме изненадали така #неприятно, щях да ги поканя на #яденье, #пиенье и люто #ебанье.
NOT RELIGIOUS HATE	урод долен мръсен --бойко борисов махай се урод ...отивай си на марс ..извънземно ра .ще те изядът ...ислям коран ..курона за теб кур
NOT RELIGIOUS HATE	легенди за омразата между християни и мюсюлмани - [URL] [URL]
NOT RELIGIOUS HATE	#predator от 1987 е мега политически коректен филм за времето си - в екипа има южен негър, северен негър, европейски имигрант, мексиканка, трима бивши военни, двама индианци, евреин.  даже самият хищник се играе от черен актьор! [URL]
NOT RELIGIOUS HATE	"2. сегашната ""бежанска криза"" не е случайна. тя е организирана от един недосегаем диктатор, хора със съмнителен произход - престъпници, включително и от затвори, мюсюлмански фундаменталисти, ислямски терористи, събрани от кол и въже са докарвани до граници на държави, за шантаж."
NOT RELIGIOUS HATE	в момента се чудя какъв щеше да е светът, ако го управляваха еврейски негри хомосексуалисти
NOT RELIGIOUS HATE	[USER] това е различно. и нашите ченгета в расо са боклуци, но църквата е вечна и ще остане след тях.
RELIGIOUS HATE	ако нямаш библия, можеш да се закълнеш и на дебелата биография на стийв джобс
RELIGIOUS HATE	хаха тъпите крави в църквата дето мноо знаят господ точно какъв е [URL]
NOT RELIGIOUS HATE	акциите на данс и говорът на омразата капсулират българските мюсюлмани: мюсюлманите в българия все повече се ... [URL]
NOT RELIGIOUS HATE	"[USER] по-чисто е около желязната им кула и еврейския квартал, където са туристите. останалия град е мръсен, метрото опикано и миризливо, не всяка сутрин се чистят кофите за боклук, а традиция ""всичко в канализацията"" е просто непоносима. чисто е друг път. виж марсилия - там е друго"
NOT RELIGIOUS HATE	#livenewsbg проф. янакиев: галактион е срам за църквата: патриархът е лицето на православните българи пред све... [URL]
NOT RELIGIOUS HATE	като почне някой да ми говори за евреи и нацисти, за комунисти и десиденти, за ад и рай-веднага спирам да го слушам,ясно е, че е тъп галош!
NOT RELIGIOUS HATE	същото е и с халал, кошер месото има непропоционален дял на мисюлмани и евреи в европа. така и с безглутеновите глупости и fair trade кафето
NOT RELIGIOUS HATE	защото германците са расисти и мислят че всички мюсюлмани са терористи, нали [URL]
NOT RELIGIOUS HATE	сръбската църква: ще се борим за югославия, вселенският патриарх е предател [URL]
NOT RELIGIOUS HATE	след толкова години демократизиране на афганистан чрез ислямски терористи представяни като борци за свобода сащ още го бомбят и освобождават
NOT RELIGIOUS HATE	blitz.bg: заснеха на видео щурма по терориста в еврейския магазин [URL]
NOT RELIGIOUS HATE	амос 5:13-14 библия, нов превод от оригиналните езици (с неканоничните книги) (cbt) 13 затова в такъв час разумният мълчи, защото времето е трудно. 14 търсете доброто, а не злото, за да живеете. тогава господ, бог вседържител, ще е с вас, както вие твърдите
NOT RELIGIOUS HATE	[USER] не могат един ислямски терорист да победят с ясен адрес. ако имам още поне 5-6 такива, ще им откъсна шибаните кратуни.
NOT RELIGIOUS HATE	унищожете този храм и след три дни ще го възстановя (йоан 2:19). исус говореше за храма на тялото си, както и за църквата. със силата на своето възкресение той може да издигне нашите общности от руините, оставени от омразата. #apostolicjourney #iraq
RELIGIOUS HATE	исляма е пълен боклук
NOT RELIGIOUS HATE	[USER] забранения ислям в япония, как може да застреляш всеки, влязъл в двора ти в сащ и тн :) тъпото никога няма да умре
NOT RELIGIOUS HATE	католическата църква публикува имената на близо 300 свещеници педофили [URL]
NOT RELIGIOUS HATE	президентът на индонезия: действията на ислямска държава са срам за исляма: президентът на най-многолюдната мю... [URL]
NOT RELIGIOUS HATE	[USER] [USER] и аз дето маргинално разбирам от архитектурни планове, видях снощи, че едно пише и седи на графиките, и друго на снимките от пред църквата сега. тия хептен за идиоти ни взимат.   всъщност, какво чудно като още хвърлят пари през балконите..
NOT RELIGIOUS HATE	убил 9 души в църква, ама не било тероризъм, а претъпление от омраза. тероризмът е любов.
NOT RELIGIOUS HATE	[USER] не съм расист, но адски много харесвам вицове за негри или евреи! ⚡🤣
NOT RELIGIOUS HATE	от трите кучки давам вяра на християнина, надежда на попа, пък аз прибирам любовттта
NOT RELIGIOUS HATE	единственото извинение да гласуваш за бсп е ако си вече стар и тъп, за дб, ако си още твърде млад и тъп, за дпс, ако си мюсюлманин.  (което не значи, че в първите две поне няма чудесни качествени хора). да гласуваш за славе, обаче няма извинение, просто си си тъп.
NOT RELIGIOUS HATE	защото само ние, които вярваме, можем да влезем в неговата почивка. а колкото до другите, бог каза: „с гняв аз се заклех, че никога няма да влязат в моето място за почивка“, въпреки че тази почивка е била готова откакто е направил света. евреи 4.3
NOT RELIGIOUS HATE	кои са забалините и защо най-голямата църква в средния изток се намира сред боклуците, научете тук:... [URL]
NOT RELIGIOUS HATE	но аллах ще ги предпази от злото на този ден, и ще им дари сияние и щастие. [URL] #корана 76:11
NOT RELIGIOUS HATE	жена, четяща playboy се чувства като евреин, четящ наръчник за нацисти. / gloria stainem
RELIGIOUS HATE	има един стар еврейски виц: моше бил на гости на роднини в израел. прибрал се, а леля му звъни: -моше, да си взимал златната гривна на сара? че изчезна... - глупости, лельо, как можа да си го помислиш? - то ние намерихме гривната, ама ни остана едно кофти чувство към тебе...1/3
NOT RELIGIOUS HATE	местан сравни блокадата на границата с действията на нацистите срещу евреите [URL]
NOT RELIGIOUS HATE	християни в подкрепа на саудитските терористи. евала, ашкосум и аферим машалла. [URL]
NOT RELIGIOUS HATE	папа франциск в чили: не мога да изразя болката и срама от педофилията в католическата църква [URL]
RELIGIOUS HATE	на 18 -08 -2012---заедно с евреите ...и ще обвиняват други ..хамас ..убийци атентатори ..вие сте виновни за цялото зло на планетата
NOT RELIGIOUS HATE	"шимон перес: благодаря за спасяването на вашите евреи: ""българия е страдала много от всички посоки, дори от нацист... [URL]"
NOT RELIGIOUS HATE	да смяташ, че всички мюсюлмани са терористи е равносилно на това да мислиш.
RELIGIOUS HATE	"събуждам се в 5:10 и излизам да пуша на прозореца в коридора чувайки някакъв боклук да изразява ""патриотизма"" си с думите: боли ли? арабин!! арабин!!, тук се ходи на църква! за милата родина! всеки ""казвал"" хайл... [URL]"
NOT RELIGIOUS HATE	за ирационалната омраза към църквата; за удобните самозаблуди, които ни отдалечават от истината. [URL] [URL]
RELIGIOUS HATE	[USER] крайно време беше !дърт педал евреин!😆😆😆😆
NOT RELIGIOUS HATE	§ не съм обяснявал на български, че много мразех псувните, и все още е така, и не бях дори ислямски терорист. до 2005 не бях обиждал човек.
NOT RELIGIOUS HATE	"гласът на светите отци.... ----------------- ""християнинът не бива да помни злото, но е длъжен от сърце да... [URL]"
RELIGIOUS HATE	ако случайно не сте съгласни незаконни мигри да минават граници на ес, а пък и не дай си боже, да празнувате 3-ти март, че и да сте православни християни, сте наци, сетихтелисе!?
NOT RELIGIOUS HATE	"туит за чичака, който бил впечатлен от пакистанската виза на австралийския терорист и думата ""ислям"" в името на държавата... хора, четете!"
NOT RELIGIOUS HATE	брей. невинни мюсолмански терористи, че и куфара си носи. какво има в нег.? корана и напътствия за схемата с помощите в германия!? [URL]
NOT RELIGIOUS HATE	[USER] а може би има значение че негрите е трябвало да се борят за това което мюсюлманите получават даром
RELIGIOUS HATE	[USER] ей подлизурко еврейски! да вървиш да се ебеш някъде със надарени африканчета и да не лаеш против братушките с лайняната си продажна гнусна уста, че ти избивам зъбите да не драскаш и ти права дълбоко гърло дърт педерас
RELIGIOUS HATE	[USER] той евреин бе, носа по-голям от пишката
NOT RELIGIOUS HATE	сунити престъпници бяха убити, измъчвани и разселени внуците на пророка мохамед #sofia
NOT RELIGIOUS HATE	"ако видите негова охрана, можете да я хаквате нека да е с крясъци ""аллах акбарица е велик дузпаджия"", по попски модел ислямски терористи."
